id,appId,title,icon,url,price,currency,free,description,developer,developerUrl,developerId,genre,genreId,released
479516143,com.mojang.minecraftpe,Minecraft,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/44/ba/70/44ba709f-7d24-3846-11d2-164db7cd098c/AppIcon-0-0-1x_U007emarketing-0-0-0-9-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/minecraft/id479516143?uo=2,39.9,BRL,false,"Explore mundos gerados aleatoriamente e construa das casas mais simples aos maiores castelos. Jogue no modo criativo com recursos ilimitados, ou minere as profundezas do mundo no modo sobrevivência, criando armas e armaduras para se defender dos monstros.

Crie, explore e sobreviva sozinho ou com amigos, em dispositivos móveis ou no Windows 10.

Informações de assinatura auto-renovável do Minecraft Realms:

Minecraft agora vem com a opção de comprar Minecraft Realms. Realms é um serviço de assinatura mensal que permite a criação de um mundo sempre online no Minecraft.
Atualmente há duas opções de assinatura para escolha, dependendo de quantas pessoas você deseja convidar para jogar simultaneamente no seu realm. Um Realm para você e mais 2 amigos custa 3.99 dólares/mês (ou equivalente local) e um Realm para você e mais 10 amigos custa 7.99 dólares/mês (ou equivalente local).
Um teste de 30 dias do Minecraft Realms está disponível para você e mais 10 amigos. Qualquer porção não utilizada do teste gratuito será renunciada quando o usuário comprar uma assinatura.

O pagamento será debitado de sua conta iTunes na confirmação de compra, e a assinatura renova automaticamente a não ser que seja desativada pelo menos 24 horas antes do término do período atual. Sua conta será cobrada pela renovação durante estas 24 horas antes do término, na mesma opção (e preço) de assinatura de sua seleção anterior.

Sua assinatura pode ser gerenciada pelo usuário e a auto-renovação pode ser desativada nas configurações de conta de usuário, após a compra. Também há um botão no jogo para acessar essa configuração. Se você cancelar após sua assinatura ser ativada, você não receberá um reembolso pelo tempo restante de assinatura.

Aqui estão os links para nossa política de privacidade e termos de uso:
Política de privacidade: https://account.mojang.com/terms#privacy
Termos de uso: https://account.mojang.com/terms",Mojang,https://apps.apple.com/br/developer/mojang/id479516146?uo=2,479516146?uo=2,Jogos,6014,2012-04-05T10:58:05-07:00
525818839,com.ndemiccreations.plagueinc,Plague Inc.,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/03/30/2d/03302d8a-2616-dea9-f1a8-3c9adb557308/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/plague-inc/id525818839?uo=2,1.9,BRL,false,"Você consegue contaminar o mundo? Plague Inc. é uma mistura única de alta estratégia e simulação terrivelmente realista. 

Seu agente patogênico acabou de contaminar o 'Paciente zero'. Agora você deve acabar com a história da humanidade evoluindo para uma mortal Praga global, enquanto se adapta a tudo que a humanidade pode fazer para se defender. 

Brilhantemente executado, com jogabilidade inovadora e construido especificamente para iPhone e iPad, Plague Inc. é uma evolução do gênero de estratégia e leva os jogos em dispositivos móves (e você) a novos níveis. É Você contra o mundo - só o forte sobrevive! 

◈◈◈ Jogo #1 globalmente com mais de 500 milhões de jogos jogados ◈◈◈

Plague Inc. é um hit global com mais de meio milhão de classificações de 5 estrelas e reportagens em jornais como The Economist, New York Post, Boston Herald, The Guardian e London Metro! 

O desenvolvedor de Plague Inc. foi convidado a falar no CDC em Atlanta sobre os modelos de doenças do jogo!

▶ “O jogo cria um mundo convincente que engaja o público em tópicos sérios de saúde pública” – The Centers for Disease Control and Prevention
▶ “Melhor jogo para tablet de 2012” - New York Daily News 
▶ “Plague Inc. vai captar sua atenção de todas as formas certas, e vai mantê-la” - Touch Arcade 
▶ “Não há como negar o alto nível de qualidade de Plague Inc.” - Modojo 
▶ “Plague Inc. não deveria ser tão divertido como é” – London Metro 
▶ “Vai deixar você na esperança de destruir o mundo, tudo em nome de um pouco de diversão” – Pocket Lint 
▶ “A jogabilidade de Plague Inc.'s é contagiosa” - Slide to Play 
▶ Vencedor – “Melhor jogo do ano” – Pocket Gamer
▶ “Matar bilhões nunca foi tão divertido” – IGN 

◈◈◈

Características: 
● Lindos gráficos retina com uma interface bastante refinada (Contágio garantido) 
● Mundo hiperrealistas, altamente detalhado, com IA avançada (Gerenciamento de epidemia) 
● Sistema abrangente de ajudar e tutorial (Eu sou a lenda da ajuda) 
● 12 diferentes tipos de doenças com estratégias radicalmente diferentes para dominar (12 Macacos?) 
● Funcionalidade completa de Salvamento/Carregamento (28 salvamentos depois!) 
● 50+ países para contaminar, centenas de caractetísticas para evoluir e milhares de eventos mundiais para se adaptar (Evolução pandêmica) 
● Suporte total ao jogo 
● Atualizações de expansão acrescentam o Verme Neurax que controla a mente, o Vírus Necroa que produz zumbis, Corridas de velocidade e Cenários da vida real!

Traduzido para Inglês, Alemão, Espanhol, Português do Brasil, Italiano, Francês, Japonês, Coreano e Russo. (mais em breve) 

P.S. Dê um tapa nas suas costas se entendeu todos as referências da literatura do tema! 

Preço promocional especial para celebrar o fato de ser o 5º jogo de iPhone mais popular de 2015!

◈◈◈

Curta Plague Inc. no Facebook: 
http://www.facebook.com/PlagueInc 

Siga-me no Twitter: 
www.twitter.com/NdemicCreations",Ndemic Creations,https://apps.apple.com/br/developer/ndemic-creations/id525818842?uo=2,525818842?uo=2,Jogos,6014,2012-05-25T17:54:37-07:00
866450515,com.forestapp.Forest,Forest - Mantenha o foco,https://is5-ssl.mzstatic.com/image/thumb/Purple115/v4/02/d6/0e/02d60e63-daf5-5fe9-81f7-a82bdd9aac87/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/forest-mantenha-o-foco/id866450515?uo=2,10.9,BRL,false,"## Aplicativo de produtividade mais usado em 136 países. Mais de 6 milhões de usuários pagantes satisfeitos. Foi destaque nos ""Aplicativos Incríveis"" do comercial de TV da Apple. 
## Mantenha o foco com o cronômetro gamificado mais charmoso que você já viu. 
## Mais de 1.000.000 árvores de verdade já foram plantadas por nossos usuários.  

""O Forest funciona bem. E se o seu objetivo é viver o momento, ignorar seu celular e falar diretamente com seus amigos quando estiverem juntos, este é o seu aplicativo."" — The New York Times 

""Para estabelecer hábitos novos e melhores, é bom ter uma ferramenta que ajude a reforçá-los. Para qualquer pessoa que queira diminuir o uso do celular, o aplicativo Forest pode ser a solução."" — Business Insider

Se quiser deixar o celular de lado para focar no que mais importa na vida real, você pode plantar uma semente. Com o passar do tempo, essa semente pouco a pouco se transformará numa árvore. No entanto, se não puder resistir à tentação de usar o telefone e acabar saindo do aplicativo, sua árvore vai murchar. 

O senso de realização e responsabilidade é um incentivo para manter distância do celular, permitindo que você faça melhor uso do seu tempo. Chega de se distrair com o celular, encontre sua motivação e faça mais com seu tempo.

Mantenha o foco. Viva o presente! 

MANTENHA O FOCO
• Uma forma interessante de vencer o vício em celular e superar a distração
• Transforme seus momentos de foco numa floresta exuberante.

ENCONTRE MOTIVAÇÃO
• Vários modos de tempo: Use o Temporizador e o Cronômetro para aumentar sua produtividade!
• Ganhe recompensas e desbloqueie mais de 60 espécies novas de árvore e sons ambientes.
• Compartilhe sua floresta e compare seus resultados com amigos e usuários ao redor do mundo.
• Plante árvores com seus parentes e amigos
• Desbloqueie conquistas e ganhe ainda mais recompensas.
• Plante árvores de verdade na Terra e proteja o meio ambiente com a ONG Trees for the Future.

ESTATÍSTICAS
• Gerencie seus próprios marcadores e veja estatísticas detalhadas de como distribuiu seu tempo.
• Visite sua floresta semanal, mensal e até anual.
• Monitore seu tempo de foco no aplicativo Saúde da Apple. (Apple HealthKit)
• Relembre sua jornada com a mais nova Linha do Tempo do Forest!

Nunca é tarde demais para adquirir bons hábitos de produtividade! 

AVISO
• O Forest é um aplicativo disponível para iPhone e iPad, que pode ser acessado em todos os dispositivos iOS com uma compra única. Para baixar ou desbloquear uma versão do Forest para um sistema diferente do iOS, é preciso adquirir uma versão separada. No entanto, basta entrar na mesma conta para que seus dados sejam sincronizados em todas as plataformas.
• Devido a restrições financeiras, o número máximo de árvores reais que cada usuário pode plantar é no máximo cinco. Nós vamos promover eventos temporários para que os usuários possam plantar mais árvores de verdade. Siga a nossa página nas redes sociais ou consulte os anúncios no aplicativo para mais notícias.
• Devido às limitações do sistema iOS, não podemos determinar qual aplicativo o usuário está usando. Portanto, o recurso whitelist não pode ser implementado. Se quiser acessar outros aplicativos sem afetar o crescimento da sua árvore, é possível desativar o ""Modo Foco Total"". Agradecemos a compreensão e pedimos desculpa por qualquer inconveniência.
• Existe apenas uma versão do Forest na App Store. Outros aplicativos semelhantes ou que imitam o Forest não são desenvolvidos pela equipe Forest. Obrigado por seu apoio!

Curta nossa página no Facebook: https://www.facebook.com/forestapp.cc/
Siga-nos no Twitter: https://twitter.com/forestapp_cc
Siga-nos no Instagram: https://www.instagram.com/forest_app/","SEEKRTECH CO., LTD.",https://apps.apple.com/br/developer/seekrtech-co-ltd/id469475888?uo=2,469475888?uo=2,Produtividade,6007,2014-05-10T00:46:44-07:00
606310581,com.lightricks.Facetune,Facetune,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/96/36/41/963641f7-44ee-84b7-73eb-831a899087e2/AppIcon-1x_U007emarketing-0-3-0-85-220.png/100x100bb.png,https://apps.apple.com/br/app/facetune/id606310581?uo=2,22.9,BRL,false,"• ""O Facetune te ajuda a ficar com seu melhor look sempre, mesmo em fotos tiradas no telefone."" - Roy Furchgott, The NY Times
• O Facetune é um editor de fotos e selfies divertido e poderoso!
• #1 na categoria ‘Foto e vídeo’ em 127 países!

---------------------------------------------------------

• Melhor app da semana no Gizmodo!
• O Facetune permite que qualquer um crie fotos de altíssima qualidade, comparável apenas ao que os profissionais fazem às modelos com o photoshop.

Elogios ao Facetune:
• ""Um dos aplicativos mais poderosos que eu já vi... Dá pra dizer de verdade que o Facetune é mágico."" - Hillel Fuld, Huffington Post
• ""Total impressionada com o Facetune... e vale mais do que é cobrado. Compre logo."" - Leanna Lofte, iMore 
• ""Um leve toque faz um tanto"" - Liz Gannes, AllThingsD
• ""O Facetune coloca as ferramentas de retoque do Photoshop ao alcance das massas."" - Victoria Taylor, New York Daily News
• ""Sem qualquer exagero: é ridiculamente fácil transformar uma imagem em algo que parece saído de uma revista de moda."" - Chris Armstrong, The Industry

---------------------------------------------------------

Toda foto pode ser melhorada. É por isso que as revistas usam o Photoshop para realçar a beleza das pessoas. Até hoje o resto do mundo tinha que se contentar com isso. Na verdade até ontem. Com ferramentas fáceis e poderosas (antigamente só ao alcance de profissionais), o Facetune deixa todas as fotos perfeitas. Sem essa de não sair bem na foto; elas ficarão exatamente da maneira que você quer. Em um mundo cada vez mais visual, deixar suas fotos perfeitas antes de compartilhar é tão importante quanto dar um trato no cabelo e nos dentes!

---------------------------------------------------------

Com o Facetune você tem:

SORRISOS PERFEITOS
• Enfatize o seu sorriso.
• Alargue ou refine o seu sorriso.
• Clareie seus dentes com um brilho natural.

PELE MACIA
• Rejuvenesça sua pele.
• Remova imperfeições casuais como espinhas e manchas. 
• Clareie as olheiras. 
• Melhore o tom da pele.

OLHAR PENETRANTE 
• Destaque seus olhos, enfatizando o olhar. 
• Mude a cor dos seus olhos. 
• Remova olhos vermelhos e esbranquiçados.

CABELEIREIRO 
• Pinte os cabelos brancos. 
• Coloque cabelo onde começa a faltar.
• Remova os cabelos desgarrados.

ROSTO REMODELADO 
• Suavize as linhas do queixo. 
• Levante maçãs do rosto e sobrancelhas. 
• Reforme o nariz.
• Transforme completamente o seu rosto de maneira divertida.

MAQUIAGEM INTENSA 
• Aplique blush e sombra na cor que quiser. 
• Ponha mais volume nos cílios e reforme suas sobrancelhas. 
• Dê mais intensidade à cor de seus lábios.

MELHORIAS NA FOTO 
• Desfoque o fundo da foto para se colocar em evidência. 
• Melhore a luz ou use efeitos especiais de papel. 
• Crie filtros personalizados. 
• Adicione texturas e molduras únicas.

ARTE 
• Adicione toques artísticos e dê mais personalidade às fotos.
• Aplique filtros personalizados em áreas específicas ou em toda a foto.

SE MOSTRE
• Compartilhe imediatamente as fotos editadas com os amigos e a família usando mídias sociais ou e-mail.

FÁCIL E DIVERTIDO 
• Compare suas edições com o original a cada passo, com apenas um toque.
• Precisando de ajuda? O Facetune tem diversas telas de ajuda para cada recurso (incluindo ajuda em vídeo).

RESOLUÇÕES
• iPhone 5, 5C, 5S: 12.6 MP
• iPhone 4S: 8 MP
• iPhone 4: 4.1 MP",Lightricks Ltd.,https://apps.apple.com/br/developer/lightricks-ltd/id606310584?uo=2,606310584?uo=2,Foto e vídeo,6008,2013-03-06T17:08:05-07:00
529815782,com.domustechnica.tww,As Semanas Magicas,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/55/b8/7f/55b87fda-e2e6-d715-022f-750345fec979/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/as-semanas-magicas/id529815782?uo=2,22.9,BRL,false,"De repente...o seu bebê está chateado por dias. Chora, dorme mal e se agarra a você. As Semanas Mágicas informa-lhe sobre o que esperar neste período difícil e fornece-lhe informações para que você possa ajudar o seu bebê através desta fase difícil do salto no seu desenvolvimento mental. Junte-se a milhões de pais e descubra os marcos e os saltos do desenvolvimento do seu bebê com o app de bebê mais popular e mais vendido no mundo.

Descubra os marcos e os saltos do desenvolvimento do seu bebê com o app de bebê mais popular e mais vendido do mundo:
-A Apple anunciou-o como Top 10 ""Melhor do ano 2016, 2017, 2018, 2019""
-O app mais baixado na categoria de Apps de Saúde e Fitness
-Prêmio de ""Coolest App for Moms""
-Prêmio de ""Choice & Gold"" por usuários, do Mumli
-Prêmio AppRx Top 10 ""Children's Health App""
-NHS (UK) — ""Best App for parents""

É ISTO QUE O APP OFERECE-LHE:
 -Descobrir tudo sobre os 10 saltos mentais
 -Obter uma visão sobre o salto
 -Saber quais sinais o seu bebê pode mostrar
 -Ver quais habilidades o seu bebê tem agora
 -Dicas para ajudar o seu bebê
 -Experimentar os saltos você mesmo(a) através de exercícios divertidos
-Nosso calendário único de saltos mostra-lhe:
 -Quando um salto começa e termina
 -Quando você vai ver o seu bebê mostrar novas habilidades
 -Registros dos marcos e do desenvolvimento do seu bebê no seu diário

PODE SER EXPANDIDO COM EXTRAS
-Uma babá eletrônica Wi-Fi
-Um audiolivro em inglês
-Um livro eletrônico em Inglês, Japonês, Espanhol, Português, Francês, Dinamarquês ou Italiano
-Uma série de ruídos brancos que ajudam o seu bebê a dormir facilmente
-Vários sons e músicas que acalmam e estimulam ao mesmo tempo
-Mais de 350+ marcos extras para acompanhar no seu diário

TERMOS E CONDIÇÕES DO SERVIÇO
O pagamento vai ser descontado da sua conta Apple ID após a confirmação da sua compra. A assinatura será renovada automaticamente, a menos que seja cancelada pelo menos 24 horas antes do final do período de faturação atual.
O pagamento para renovar a sua conta será deduzido dentro de 24 horas antes do final do período atual. Após a sua compra, você pode gerenciar e cancelar todas as suas assinaturas nas configurações da sua App Store.

Aviso legal: Este app foi desenvolvido com o maior cuidado. Todavia, nem o desenvolvedor, nem o autor são responsáveis por nenhum dano causado por imprecisões ou incompletude do app.",Domus Technica,https://apps.apple.com/br/developer/domus-technica/id529815785?uo=2,529815785?uo=2,Saúde e fitness,6013,2012-05-30T16:16:56-07:00
575154654,me.pou.app,Pou,https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/04/b2/d5/04b2d5b4-75b3-e06a-778b-ef14f4dbc28a/AppIcon-1x_U007emarketing-3-85-220.png/100x100bb.png,https://apps.apple.com/br/app/pou/id575154654?uo=2,10.9,BRL,false,"Você sabe o que é preciso para cuidar de seu próprio animal de estimação alienígena?! Alimentá-lo, limpá-lo, brincar com ele e vê-lo crescer ao mesmo tempo em que você conquista novos níveis e desbloqueia papéis de parede e roupas transadas à sua escolha. Como VOCÊ vai personalizar seu POU?

* Alimente e tome conta de Pou, e veja-o crescer!
* Brinque com os jogos na sala de jogos e colecione moedas!
* Tente as poções do laboratório!
* Personalize a aparência de Pou!
* Experimente novas roupas, chapéus e óculos!
* Personalize o papel de parede de cada cômodo!
* Desbloqueie níveis e itens especiais!
* Visite seus amigos e brinque com eles!
* Fale para Pou e ouça-o repetir!

Estamos sempre ouvindo suas sugestões para melhorar Pou e adicionar novas coisas! Se tiver alguma dúvida sobre o jogo, entre em contato conosco e iremos ajudar! (porém não respondemos comentários)

http://help.pou.me :)",Paul Salameh,https://apps.apple.com/br/developer/paul-salameh/id575154657?uo=2,575154657?uo=2,Jogos,6014,2012-11-26T11:41:27-07:00
373311252,com.advasoft.touchretouch,TouchRetouch,https://is2-ssl.mzstatic.com/image/thumb/Purple114/v4/fb/3a/9b/fb3a9b0f-d081-48dc-5f7c-5ada35bb758e/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/touchretouch/id373311252?uo=2,10.9,BRL,false,"“Está no meu Top 5 de aplicativos de fotografia “obrigatórios”.” — Michał Koralewski, Fotógrafo do Ano 2015, IPPAwards
“O TouchRetouch é uma ferramenta de remoção fantástica.” — Life In LoFi
“...não há forma mais fácil de remover itens indesejados das suas imagens, e é também o único aplicativo de retoque que mostra o que está debaixo das pontas dos seus dedos.” — The Guardian


O TouchRetouch é um aplicativo que lhe oferece todas as ferramentas de que necessita para remover conteúdo indesejado de forma eficiente das suas fotos do iPhone num instante. 

Que tipo de magia pode fazer com o TouchRetouch?

• Pode remover cabos e postes telefônicos, linhas elétricas
• Pode remover riscos e quebras nas superfícies — tanto retas quanto curvas
• Remover intrusos das fotos
• Remover espinhas e manchas na pele
• Remover objetos produzidos pelo homem, tais como semáforos, placas de rua, latas de lixo
• Retire tudo o que acha que está estragando as suas fotos

CORREÇÕES COM UM SÓ TOQUE

Faça com que objetos indesejados desapareçam da frente dos seus olhos apenas ao serem selecionados.
Com a ferramenta de Remoção de Manchas, poderá tocar em qualquer mancha pequena uma só vez e removê-la para sempre.

REMOÇÃO DE LINHAS COM UM DESLIZE RÁPIDO — RECURSO INOVADOR

Marque apenas uma seção da linha para removê-la totalmente; não tem que ser preciso — o aplicativo irá encontrar a linha.
Se precisar apagar apenas uma parte da linha, use a ferramenta Marcar Segmento.
Defina a largura de linha para Auto, Fina, Média ou Grossa para melhor desempenho.

RETOQUE FÁCIL DE USAR

Elimine objetos indesejados das suas fotos com a ferramenta Remover Objetos — selecione Pincel ou Laço Poligonal, marque o conteúdo a ser removido, e depois clique no botão OK.
Remova defeitos ou objetos duplicados usando a ferramenta Carimbo Clone.
Ajuste o raio, desvanecimento ou opacidade do Carimbo como desejado.
Use a Borracha para apagar o que já foi clonado.
Ajuste o raio, desvanecimento ou opacidade da Borracha conforme necessário.

TUTORIAIS FÁCEIS DE SEGUIR

Assista aos tutoriais de vídeo incorporados no aplicativo para instruções sobre como usar o aplicativo.
Leia algumas dicas e conselhos sobre como obter mais das ferramentas que o aplicativo oferece.

Faça o download do TouchRetouch agora e tenha um pouco de magia no seu bolso.

O TouchRetouch é trazido a você pela ADVA Soft — a empresa desenvolvedora do Handy Photo e do AntiCrop. Nós fazemos o nosso melhor para criar aplicativos que irão afetar positivamente a sua experiência de edição de fotos. Visite o site da ADVA Soft em www.adva-soft.com para saber mais sobre a empresa e as aplicações que ela desenvolve.

Para qualquer assistência em relação ao TouchRetouch, entre em contato com o Suporte da ADVA Soft pelo e-mail touchretouch@adva-soft.com. Nós recebemos com prazer suas perguntas, comentários ou sugestões acerca do aplicativo. 

Gosta do TouchRetouch? Gostaria de ser um utilizador beta e nos ajudar a fazer os testes beta com o aplicativo? Nos diga enviando um feedback para touchretouch@adva-soft.com.",ADVA Soft GmbH,https://apps.apple.com/br/developer/adva-soft-gmbh/id598565208?uo=2,598565208?uo=2,Foto e vídeo,6008,2010-06-08T16:56:13-07:00
904278510,com.squareenixmontreal.hitmansniper,Hitman Sniper,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/5c/53/e2/5c53e2c4-4b53-d18f-e0a6-6bcc914a36d4/AppIcon-0-0-1x_U007emarketing-0-0-0-9-85-220.png/100x100bb.png,https://apps.apple.com/br/app/hitman-sniper/id904278510?uo=2,0.9,BRL,false,"SEJA O MAIOR ASSASSINO SILENCIOSO
Em Hitman: Sniper você estará no papel do Agente 47 e vivenciará a mais envolvente experiência de franco-atirador em dispositivos móveis.
 
MISSÕES TÁTICAS EM MONTENEGRO
Aperfeiçoe suas habilidades estratégicas e elabore o assassinato perfeito.
 
DESAFIO DE AÇÃO DE ZUMBIS NO VALE DA MORTE
Prepare-se para ação ininterrupta em um verdadeiro teste para sua precisão e velocidade de execução.
 
MAIS DE 150 MISSÕES E 11 CONTRATOS DIFERENTES
Melhore sua estratégia para o assassinato perfeito ao descobrir segredos e artimanhas.
 
17 ARMAS ÚNICAS
Elimine alvos, colecione peças de armas e complete projetos para desbloquear os fuzis mais poderosos.
 
COMPITA CONTRA SEUS AMIGOS PARA DOMINAR O PLACAR DE LÍDERES
Aumente sua pontuação e suba nos ranks para se tornar o melhor assassino silencioso do mundo.


Hitman: Sniper precisa de bastante memória. Dispositivos como iPad 2, iPad Mini, iPhone 4S e iPod Touch de 5ª Geração irão sofrer ocasionais quedas de performance e não suportam Everyplay.",SQUARE ENIX,https://apps.apple.com/br/developer/square-enix/id300186801?uo=2,300186801?uo=2,Jogos,6014,2015-06-03T15:29:32-07:00
549105915,com.trueaxis.skate,True Skate,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/88/41/76/884176f4-7dc6-6cff-68f5-84ab93b89674/AppIcon-1x_U007emarketing-0-4-85-220.png/100x100bb.png,https://apps.apple.com/br/app/true-skate/id549105915?uo=2,10.9,BRL,false,"O jogo móvel ""Street League Skateboarding"" oficial.

O jogo nº 1 em 80 países. Amado por skatistas de todo o mundo.

Crítica ""Touch Arcade"" - 4.5/5 - ""True Skate"" é realmente algo especial

Nota: ""True Skate"" vem com um único parque de skate e existe conteúdo adicional disponível apenas em compra de aplicativo. Veja abaixo.

Recursos:
- Toque realístico baseado em física que oferece experiência autêntica de andar de skate.
- Pressione levemente a prancha para fazê-la reagir como você quer.
- Arraste seu dedo no chão para empurrar.
- Um belo parque de skate para você se perder, incluindo patamares, escadas, grind no trilho mais um bowl, half pipe e quarter pipes. (Parques de skate adicionais estão disponíveis em compra de aplicativo)
- Câmera lenta.
- Desafios do usuário
- Compartilhamento de replay
- Classificações gerais globais.

Disponível apenas em COMPRA DE APLICATIVO:
- Parques de skate e locais adicionais.
- Cursos ""Street League Skateboarding"".

Opcional em COMPRAS DE APLICATIVO: (O mesmo conteúdo está disponível gratuito usando seus ""True Credits"" recebidos ao realizar tricks e finalizar missões)
- Desbloquear todas as missões.
- Câmera lenta ilimitada.
- Alterações de imagem da prancha ilimitadas.
- Alterações de cor das rodas ilimitadas.
- Desbloquear listas.
- Desbloquear pacotes skateboard.

Possibilidades de trick:
50 50 grind, 5 0 grind, boardslide, rail slide, tail slide, nose slide, darkslide, dark 50 50, suski grind, smith grind, feeble grind, salad grind, nose grind, crooked grind, lazy grind, overcrook, losi grind, bluntslide, noseblunt, kickflip, heelflip, pop shove-it, 360 pop shove-it, backside 180, frontside 180, ollie, nollie, impossible, hard flip, 360 hard flip, inward heelflip,360 inward heelflip, varial kickflip, nightmare flip, 360 flip, varial heelflip, laser flip, late tricks and more, or what ever else you can make the board do.",True Axis,https://apps.apple.com/br/developer/true-axis/id337866373?uo=2,337866373?uo=2,Jogos,6014,2012-10-18T00:00:00-07:00
1311418555,com.lgdstudio.ilivegold,i Live - Gold Edition,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/61/32/db/6132db34-e6eb-7312-fd98-5e287785641b/AppIcon-1x_U007emarketing-0-7-0-85-220.png/100x100bb.png,https://apps.apple.com/br/app/i-live-gold-edition/id1311418555?uo=2,4.9,BRL,false,"""i Live"" é o simulador de vida mais inovador e realista já criado. Mais de 5000 quadros para animação, iluminação dinâmica e sombras, e o tempo é em tempo real! Instale agora ""i Live"" e dê uma ""alma ao seu dispositivo"".

Características....
• Traga seu bebê para o mundo e traga-o como uma criança real. Amamentá-lo, segui-lo e vê-lo crescer
• Ele precisa de amor, se você não o seguir, ele não vai amar você. Dê-lhe todo o amor que puder e ele também vai amar você!
• Siga suas fases de crescimento de seu nascimento. Assista seu corpo e realize mudanças!
• Brinque com ele e se tornou o melhor pai de todos os tempos! Desafie seu amigo e suba na Tabela de Líderes!
• Ele vive noite e dia esperando pelo seu retorno!

E muito mais
Muito mais! roupas, jogos e gadgets. Faça seu bebê feliz por uma experiência real!
-------------------------------------------------- -------------------------------------------------- 

""Gráficos""
Os gráficos são tão realistas entre os mais cuidadosos da categoria! ""

""Melhor Simulador de Vida""
O melhor jogo de simulação de vida, o mais bonito do gênero!

""Jogabilidade""
A criança cresce cada vez mais envolvimento e diversão!

""Longevidade""
O jogo atinge atualmente a idade da criança em 3 meses.

""Audio""
A música e os efeitos tornam a atmosfera em jogo única, mudando e adaptando-se à hora do dia
-------------------------------------------------- -------------------------------------------------- -
""Informações úteis para o usuário""
De acordo com a política da empresa, o jogo não contém anúncios irritantes. Apenas compras no aplicativo que podem ser opcionais e desativadas no seu dispositivo.
-------------------------------------------------- ---------------------------
Siga a comunidade e atualizações em https://www.facebook.com/IlivegameEng

Inscreva-se e siga nosso canal! https://www.youtube.com/user/LGDstudioOfficial

Idiomas disponíveis: Portoguese (Brazil), English, Italian, German, Spanish, French, Indonesian, Russian, Polski, Japanese, Korean,",LGD Studio,https://apps.apple.com/br/developer/lgd-studio/id926136194?uo=2,926136194?uo=2,Jogos,6014,2017-12-22T05:05:54-07:00
