id,appId,title,icon,url,price,currency,free,description,developer,developerUrl,developerId,genre,genreId,released
1338605092,com.kwai.intl,Kwai - Rede Social de Vídeos,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/4f/1d/6f/4f1d6f11-4941-44ee-ba64-b91c35f336b1/AppIcon-global-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/kwai-rede-social-de-v%C3%ADdeos/id1338605092?uo=2,0,BRL,true,"O QUE É O KWAI?
O Kwai é uma rede social para vídeos curtos e tendências. Descubra vídeos curtos super divertidos. Contribua para uma comunidade virtual com gravações, vídeos da sua vida, desafios diários ou curta os melhores memes e vídeos da Internet. Compartilhe a sua vida com vídeos curtos e aproveite os efeitos e filtros incríveis disponíveis no Kwai.

TENDÊNCIAS E DESAFIOS! 
Encontre as maiores tendências do mundo todo com desafios e competições todos os dias. Quem será o melhor dos melhores? Siga os seus influenciadores favoritos. Toda a diversão, comédia e coisas incríveis estão aqui.

VEJA O QUE VOCÊ MAIS GOSTA 
Escolha o seu conteúdo favorito: Memes, Dança, Música, Humor, Blog, Beleza, Maquiagem, Fashion, Sports, Pets e muito mais. Encontre novos amigos que gostam do mesmo tipo de conteúdo. O Kwai é o melhor aplicativo de comédia e tendências da América Latina

SIGA SEUS INFLUENCIADORES FAVORITOS 
Todos os melhores influenciadores da América Latina estão no Kwai. Faça duetos com seu influenciador favorito. Baixe e salve seus vídeos para assistir quando estiver off-line. Compartilhe seus vídeos em outras plataformas como WhatsApp, Instagram, Twitter, Messenger e muito mais.

CRIE CONTEÚDO ORIGINAL NO KWAI
No Kwai você pode assistir e criar vídeos. Torne-se um criador produzindo e carregando seu próprio conteúdo em nossa comunidade. Eles podem ser vídeos engraçados, de música ou qualquer coisa que estiver na sua cabeça. Em outras palavras, este é o seu espaço para brilhar e ditar tendências, tudo isso enquanto se diverte e faz um dinheiro extra.

NOVO EDITOR DE VÍDEOS
Todas as tendências na palma da sua mão! Crie sua obra-prima com os Status do Kwai. Escolha fotos do seu dispositivo, adicione música ou filtros e carregue seus vídeos em segundos. E mais, você pode encontrar funções de playback, dublagem, cortar, ajustar e mesclar vídeos. Ferramentas de embelezamento e Stickers para dar mais sabor à sua criação. No Kwai, é fácil e divertido criar vídeos curtos para compartilhar com o mundo.

OS MELHORES EFEITOS
Inspire-se e divirta-se. O Kwai tem os melhores efeitos para usar nos seus vídeos curtos.

RIA MUITO
Tenha momentos felizes assistindo vídeos curtos, memes e as tendências mais populares no mundo. Tudo de mais engraçado está no Kwai. Você encontra todos os tipos de tendências.

JUNTE-SE A COMUNIDADE
Encontre novos amigos e divirta-se com eles. Você pode usar as mensagens privadas. Aproveite uma comunidade e rede social que tem todos os memes, tendências e vídeos curtos que você deseja.
O que você está esperando?",JOYO TECHNOLOGY PTE. LTD.,https://apps.apple.com/br/developer/joyo-technology-pte-ltd/id1271257735?uo=2,1271257735?uo=2,Foto e vídeo,6008,2018-02-01T21:49:06-07:00
1481812175,com.beeasy.shopee.br,Shopee: Compre e Venda Online,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/3d/1f/2a/3d1f2af6-99d2-1306-8056-c2af3d13b175/AppIcon-1x_U007emarketing-0-5-0-0-85-220.png/100x100bb.png,https://apps.apple.com/br/app/shopee-compre-e-venda-online/id1481812175?uo=2,0,BRL,true,"Encontre tudo o que você procura e promoções novas todos os dias aqui na Shopee.

Oferecemos uma experiência de compra online conveniente e perfeita para quem quer comprar produtos em todo o mundo, a qualquer hora e em qualquer lugar. Com um suporte de entregas pronto e eficaz, a Shopee oferece a todos os usuários uma experiência de compras online fácil, segura e rápida.

COMPRAS ONLINE A QUALQUER MOMENTO, EM QUALQUER LUGAR

•        Aproveite Cupom de Frete Grátis no aplicativo: você ganha novos cupons a cada mês. Confira as condições de valor mínimo de compras e descontos no app
•        Novos usuários sempre tem Cupom de Frete Grátis disponível sem valor mínimo de compras
•        Parcele suas compras em até 6x sem juros
•        Navegue e compre com facilidade em nossa grande variedade de categorias como Saúde e Beleza, Celulares e Acessórios, Casa, Cozinha e Decoração, Bebê e Crianças e muito mais
•        Compre produtos de vendedores brasileiros e internacionais
•        Pagamento seguro com a Garantia Shopee
•        Cupom de 50% de desconto para novos usuários, limitado a R$10
•        Aproveite novas Ofertas Relâmpago todos os dias às 00h, 10h, 14h, 16h, 18h, 20h e 22h
•        Explore a seção Descoberta Diária para ver ofertas personalizadas de produtos

EXPLORE OS DESTAQUES DA NOSSA PÁGINA INICIAL

•        Aproveite Ofertas por até R$10 em produtos de diversas categorias
•        Ganhe Cupons Diários e obtenha descontos imperdíveis nas suas compras
•        Acumule Moedas Shopee para trocar por desconto no seu próximo pedido
•        Utilize as Moedas Shopee e ganhe mais descontos

AMBIENTE ONLINE SEGURO

•        Faça compras com informação – Veja classificação e críticas de vendedores e produtos
•        Pagamento seguro – A Garantia Shopee assegura que o pagamento somente será efetuado após a confirmação do recebebimento do produto
•        Forte suporte logístico - acompanhe seus pedidos desde o pagamento até a entrega, através de informações atualizadas sobre frete

MÉTODO DE VERIFICAÇÃO E PAGAMENTO SEGURO

•        Experimente um processo de compra rápido e conveniente com nossa interface intuitiva
•        Pague com seu método preferido - boleto bancário ou cartão de crédito
•        Pagamento em até 6 parcelas sem juros

Destaques de APP

•        Pesquisa por categoria, marca e localização
•        Ofertas exclusivas no aplicativo e notificações de ofertas diárias
•        Descoberta Diária de produtos
•        Avaliações e review dos usuários
•        Rastreamento de pedidos
•        100% de proteção com a Garantia Shopee
•        E muito mais!
……………………………..
Grita aí - queremos te ouvir!
Visite nosso site: www.shopee.com.br",SHOPEE SINGAPORE PRIVATE LIMITED,https://apps.apple.com/br/developer/shopee-singapore-private-limited/id982416437?uo=2,982416437?uo=2,Compras,6024,2019-10-24T00:00:00-07:00
310633997,net.whatsapp.WhatsApp,WhatsApp Messenger,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/85/50/f7/8550f792-ace2-bca0-fd59-2a693be3a50b/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/whatsapp-messenger/id310633997?uo=2,0,BRL,true,"Simples. Confiável. Seguro. — WhatsApp do Facebook

O WhatsApp Messenger é um app de mensagens GRATUITO para iPhone e outros celulares. O WhatsApp usa a conexão à internet do seu celular (4G/3G/2G/EDGE ou Wi-Fi, conforme disponível) para que você possa enviar mensagens e fazer chamadas para seus amigos e familiares. Deixe o SMS de lado e comece a usar o WhatsApp para enviar e receber mensagens, chamadas, fotos, vídeos, documentos e mensagens de voz.

POR QUE USAR O WHATSAPP:

• SEM TARIFAS: o WhatsApp usa a conexão à internet do seu celular (4G/3G/2G/EDGE ou Wi-Fi, conforme disponível) para que você possa enviar mensagens e ligar para amigos e familiares, e não precise pagar por cada um desses recursos individualmente.* O WhatsApp é totalmente gratuito, sem tarifas de assinatura.

• MULTIMÍDIA: envie e receba fotos, vídeos, documentos e mensagens de voz.

• LIGAÇÕES GRATUITAS: ligue para seus amigos e familiares de graça utilizando o WhatsApp, mesmo se eles estiverem em outros países.* Todas as chamadas do WhatsApp utilizam a conexão à internet do seu celular ao invés do seu plano de voz ou plano de dados. (Observação: tarifas de dados poderão ser cobradas. Entre em contato com sua operadora para mais detalhes. Não é possível usar o WhatsApp para fazer ligações para números de emergência, como 190).

• CONVERSAS EM GRUPO: divirta-se com as conversas em grupo e mantenha contato com seus amigos e familiares.

• WHATSAPP WEB: você também pode enviar e receber mensagens do WhatsApp diretamente do navegador de internet do seu computador.

• SEM TARIFAS INTERNACIONAIS: não há custo extra para enviar mensagens de WhatsApp para números de telefone internacionais. Converse com seus amigos ao redor do mundo e evite as tarifas de SMS internacionais.*

• DIGA NÃO A NOMES DE USUÁRIO E SENHAS: por que se incomodar com nomes de usuários e senhas? O WhatsApp funciona com seu número de telefone, assim como o SMS, e se integra perfeitamente com a agenda de contatos do seu aparelho.

• SEMPRE CONECTADO: com o WhatsApp, você está sempre conectado e não perderá nenhuma mensagem. Chega de dúvidas sobre estar ou não conectado.

• CONECTE-SE RAPIDAMENTE COM SEUS CONTATOS: sua agenda de contatos é utilizada para que você possa se conectar de forma rápida e fácil com seus contatos que já usam o WhatsApp. Assim, você não terá que lembrar de nomes de usuários difíceis de memorizar.

• MENSAGENS OFF-LINE: se você perder uma notificação ou desligar seu telefone, o WhatsApp salvará suas mensagens mais recentes para que você possa lê-las na próxima vez que usar o app.

• E MUITO MAIS: compartilhe sua localização em tempo real, envie/receba contatos, personalize papéis de parede e sons de notificação, envie mensagens para vários contatos de uma só vez com as listas de transmissão e muito mais!

*Tarifas de dados poderão ser cobradas. Entre em contato com sua operadora para mais detalhes.

--------------------------------------------------------- 
Sua opinião é muito importante para nós! Se você tiver uma pergunta, sugestão ou opinião, entre em contato pelo e-mail:
iphone-support@whatsapp.com

Siga o WhatsApp no Twitter:

http://twitter.com/WhatsApp
@WhatsApp
---------------------------------------------------------

Observação: o WhatsApp é um app para telefones celulares e, portanto, não é compatível com iPod e iPad.",WhatsApp Inc.,https://apps.apple.com/br/developer/whatsapp-inc/id310634000?uo=2,310634000?uo=2,Redes sociais,6005,2009-05-03T19:43:49-07:00
389801252,com.burbn.instagram,Instagram,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/5e/f5/51/5ef55184-47c0-9c2b-b1fb-e4ba4fe10aef/Prod-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/instagram/id389801252?uo=2,0,BRL,true,"Aproximando você das pessoas e de tudo que você adora. — Instagram from Facebook

Conecte-se com amigos, compartilhe o que você está fazendo ou veja as novidades de outras pessoas no mundo todo. Explore nossa comunidade, um local onde você pode ser quem realmente é e compartilhar de tudo: de sua rotina a momentos importantes da sua vida.

Expresse-se e conecte-se com seus amigos

* Adicione aos seus stories fotos e vídeos que desaparecem após 24 horas, e deixe-os mais interessantes com ferramentas de criação divertidas.
* Envie mensagens aos seus amigos usando o Messenger. Compartilhe o que quiser e conecte-se por meio de conteúdos publicados no feed e no Stories.
* Publique no feed fotos e vídeos que você deseja exibir no seu perfil.

Saiba mais sobre seus interesses

* Confira o IGTV e veja vídeos mais longos dos seus criadores de conteúdo favoritos.
* Inspire-se com fotos e vídeos de novas contas em Explorar.
* Descubra marcas e pequenas empresas. Compre produtos que têm a ver com seu estilo.","Instagram, Inc.",https://apps.apple.com/br/developer/instagram-inc/id389801255?uo=2,389801255?uo=2,Foto e vídeo,6008,2010-10-06T01:12:41-07:00
835599320,com.zhiliaoapp.musically,TikTok,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/11/00/18/110018e4-27a6-ceee-b5c1-d8a2a6fe17de/AppIcon_TikTok-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/tiktok/id835599320?uo=2,0,BRL,true,"TikTok é uma comunidade de videos global. 

Com TikTok criar videos curtos se tornou ainda mais facil. Grave e edite seus próprios videos com nossos efeitos especiais, filtros, stickers e muito mais. Depois é só compartilhar com o mundo seu talento.

Assista a milhões de videos escolhidos especialmente pra você. Uma experiência personalizada, baseada no conteúdo que você assiste, curte e compartilha! Oferecemos, baseados nos seus hábitos de consumo, os vídeos mais relevantes, interessantes e inspiradores. Divirta-se e se inspire em criadores de todo o mundo.Milhões de criadores usam o TikTok diariamente para compartilhar suas histórias e talento. Descubra os melhores videos da internet.

Adicione suas músicas ou sons favoritos aos seus videos, tudo de graça! Adicione emoção ao seu video ao incluir uma trilha. Milhões de trechos musicais e sons estao dispon[iveis na nossa biblioteca. Nós criamos playlists musicais para você com as faixas mais tocadas de todos os gêneros, incluso pop, rock, rap, eletronic, R&B, Country e muito mais.

Use emojis e Filtros 3D 
Mais de 100 emojis disponíveis gratuitamente para tornar seu vídeos mais divertido. Descubra um monte de filtros e efeitos de beleza que levarão seu vídeo a um outro patamar!  Ferramentas de edição que te permitem cortar, editar, duplicar, mesclar e duplicar seus videos.  
■ Filtros de Livestreaming são constantemente atualizados com designs criativos
■ Video de dança, comédia, vlog, DIY, e esportes prontos para serem assistidos 

Tem um feedback? Entre em contato conosco através de: https://www.tiktok.com/legal/report/feedback",TikTok Pte. Ltd.,https://apps.apple.com/br/developer/tiktok-pte-ltd/id1322881000?uo=2,1322881000?uo=2,Entretenimento,6016,2014-04-02T15:44:45-07:00
544007664,com.google.ios.youtube,YouTube,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/5a/99/a7/5a99a7b1-7851-9db3-2c64-b0f1901a0853/logo_youtube_color-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/youtube/id544007664?uo=2,0,BRL,true,"Instale o app YouTube oficial em iPhones e iPads. Veja o que as pessoas ao redor do mundo mais gostam de assistir: desde vídeos de música famosos até conteúdo em alta sobre games, beleza, moda, notícias, aprendizado e muito mais. Acompanhe canais que você curte, crie seu próprio conteúdo, compartilhe vídeos com amigos e assista em qualquer dispositivo.

Assista e se inscreva
● Confira recomendações exclusivas na guia “Início”.
● Veja os últimos envios dos seus canais favoritos na guia “Inscrições”.
● Use a biblioteca para encontrar os vídeos que você gostou, assistiu e salvou para ver mais tarde.

Descubra assuntos diferentes, confira vídeos em alta e conheça canais em ascensão
● Fique por dentro das novidades com as categorias de música, games, beleza, notícias, aprendizado e muito mais.
● Use a guia “Explorar” para assistir vídeos em alta do mundo todo.
● Saiba mais sobre os incríveis criadores de conteúdo, gamers e artistas que participam
do nosso programa de canais em ascensão (disponível em alguns países).

Participe da comunidade do YouTube
● Acompanhe as postagens, histórias, Estreias e transmissões ao vivo dos seus criadores
de conteúdo favoritos.
● Poste comentários para fazer parte da conversa e interagir com os criadores e outros
membros da comunidade.

Crie conteúdo usando seu dispositivo móvel
● Use o aplicativo para enviar e criar seus próprios vídeos.
● Interaja com seu público em tempo real usando as transmissões ao vivo no app.

Encontre a melhor experiência para você e sua família usando nossos recursos (disponíveis em
alguns países)
● Toda família tem as próprias regras sobre assistir vídeos on-line. Por isso, criamos opções personalizadas: o app YouTube Kids ou a nova experiência supervisionada pela família.
Saiba mais: youtube.com/myfamily.

Faça upgrade para o YouTube Premium (disponível em alguns países)
● Assista vídeos sem interrupções de anúncios enquanto usa outros apps ou com a tela bloqueada.
● Salve conteúdo para assistir em qualquer lugar, como durante uma viagem de avião
ou no transporte público.
● Ganhe acesso ao YouTube Music Premium como parte dos seus benefícios.

Observação: se você fizer a assinatura pela Apple, o valor será cobrado na sua conta da App Store quando a compra for confirmada. As assinaturas serão renovadas automaticamente, a menos que
esse recurso seja desativado no mínimo 24 horas antes do fim do ciclo de faturamento atual. Sua conta receberá uma cobrança pela renovação no valor do plano selecionado em até 24 horas antes do fim do ciclo de faturamento atual. Depois que a compra for concluída, a assinatura e a renovação automática poderão ser gerenciadas nas configurações da conta.

Valor mensal: R$ 27,90 $15.99 USD (US, TC) / $19.99 AUD / $20.99 NZD / $155MXN / £15.99GBP / €15.99 EUR(IE, DE, AT, FR, FI, IT, ES, BE, NL, LU) / $15.99 CAD / 149 kr SEK / 149 kr NOK / 249 ₽ RUB / 149 kr. DKK / R$27.90 BRL / CHF19.90 CHF / ¥1,550 JPY / USD$4.99 (UA, AR) / COP$22,900 / CLP$5,500 / S/.26.90 PEN / €10.99 EUR (PT, CY, GR, MT, EE, LT, LV) / ₹169.00 INR / R94.99 ZAR / USD$9.49 (CR, EC, DO, UY, GT, BO, HN, SV, PY, NI, PA, VE, BY, BM, KY) / 32.99 zł PLN / RON34.99 / 239.00 Kč CZK / Ft2,390.00 HUF / lev14.99 BGN / USD$10.99 (MK) / €9.49 EUR (SK, SI) / ₺21.99 TRY / USD$18.59 (IS) / kn99.99 HRK / ₪31.90 ILS / dh32.99 AED / Rial32.99 SAR / Rial32.99 QAR / USD$7.99 (BH, KW, OM, LB, PG) / Rp79,000 IDR / NT$230.00 TWD / ฿209.00 THB / ₱209.00 PHP / $88.00 HKD / RM23.90 MYR / $15.98 SGD / ₦1,500.00 NGN / £79.99 EGP

Termos dos serviços pagos do YouTube: https://www.youtube.com/t/terms_paidservice.
Política de privacidade: https://www.google.com/policies/privacy.",Google LLC,https://apps.apple.com/br/developer/google-llc/id281956209?uo=2,281956209?uo=2,Foto e vídeo,6008,2012-09-11T00:23:19-07:00
284882215,com.facebook.Facebook,Facebook,https://is4-ssl.mzstatic.com/image/thumb/Purple115/v4/fb/ba/fd/fbbafd57-309c-e1cc-80b4-c5e730c73d5d/Icon-Production-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/facebook/id284882215?uo=2,0,BRL,true,"Conecte-se com amigos, familiares e pessoas que tenham os mesmos interesses que você. Comunique-se de forma privada, assista ao seu conteúdo preferido, compre e venda itens ou simplesmente passe tempo com a sua comunidade. No Facebook, é fácil acompanhar as pessoas mais importantes para você. Descubra, aproveite e faça mais junto com as outras pessoas. 

Fique por dentro do que acontece com quem você ama: 
• Compartilhe o que você está pensando, anuncie acontecimentos importantes por meio de publicações e comemore os momentos do dia a dia com stories. 
• Expresse-se pelo seu perfil e publicações, assista, reaja, interaja e mantenha contato com os seus amigos, durante todo o dia. 

Conecte com pessoas que tenham os mesmos interesses que você usando grupos: 
• Com milhões de grupos, você encontrará algo para todos os seus interesses e descobrirá mais grupos relevantes para você. 
• Use a guia Grupos como uma central para acessar rapidamente o conteúdo de todos os seus grupos. Encontre grupos relevantes com base nos seus interesses com a nova ferramenta de descoberta e recomendações. 

Aumente seu envolvimento com a sua comunidade: 
• Descubra eventos que estão acontecendo perto de você, empresas para apoiar, grupos locais e atividades para participar. 
• Confira recomendações locais dos amigos e, depois, combine e faça planos com eles para se encontrarem. 
• Arrecade fundos para uma causa importante para você, seja o mentor de alguém que deseja atingir alguma meta e, no caso de uma situação de emergência local, conecte-se com outras pessoas para encontrar ou fornecer suprimentos, alimento ou abrigo. 

Divirta-se junto com outras pessoas usando o Watch: 
• Descubra todos os tipos de conteúdo, desde programas originais até criadores de conteúdo e vídeos em alta sobre tópicos como beleza, esportes e entretenimento. 
• Participe de conversas, compartilhe com outras pessoas, interaja com os espectadores e criadores de conteúdo e assista a conteúdo junto com outras pessoas como nunca antes. 

Compre e venda usando o Marketplace: 
• Pode ser um item do dia a dia ou algo especial; você pode descobrir qualquer coisa, desde itens para casa até o seu próximo carro ou apartamento no Marketplace. 
• Coloque seus próprios itens à venda e comunique-se de forma conveniente com compradores e vendedores pelo Messenger. 

Leia nossa Política de Uso de Dados, os Termos e outras informações importantes na seção legal da nossa descrição na App Store.O uso contínuo do GPS em execução em segundo plano pode reduzir drasticamente a carga da bateria. O Facebook não executa o GPS em segundo plano, a menos que você nos dê permissão ativando recursos opcionais que exijam seu uso.","Facebook, Inc.",https://apps.apple.com/br/developer/facebook-inc/id284882218?uo=2,284882218?uo=2,Redes sociais,6005,2019-02-05T00:00:00-07:00
454638411,com.facebook.Messenger,Messenger,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/48/02/df/4802df6e-f482-eaff-76a9-f4f7fd614598/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/messenger/id454638411?uo=2,0,BRL,true,"Esteja junto de quem importa quando quiser com nosso aplicativo integrado gratuito* de comunicação, completo com recursos ilimitados de texto, áudio, ligações de vídeo e bate-papos de vídeo em grupo.

MENSAGENS E LIGAÇÕES ENTRE APLICATIVOS
Conecte-se com seus amigos do Instagram pelo Messenger. Basta pesquisar o nome ou o nome de usuário deles para enviar uma mensagem ou fazer uma ligação. 

MODO TEMPORÁRIO
Envie mensagens que duram alguns instantes. Ative o modo temporário, em que as mensagens vistas desaparecem depois que você sai do bate-papo.

CONFIGURAÇÕES DE PRIVACIDADE 
As novas configurações de privacidade permitem escolher quem pode conversar com você e onde suas mensagens são entregues.

REAÇÕES PERSONALIZADAS
Sem saber o que dizer? Você pode personalizar suas Reações com muito mais opções de emojis.

TEMAS DE BATE-PAPO
Escolha cores e temas divertidos, como Tie-Dye ou Amor, para tornar seus bate-papos mais pessoais.

ASSISTIR JUNTOS
Assista a vídeos, programas de TV e filmes com seus amigos pelo bate-papo de vídeo do Messenger e pelas Salas do Messenger, quando não puderem se encontrar presencialmente. Veja cada momento e reação em tempo real.

CRIE UM GRUPO COM AS SALAS
Envie o link de um bate-papo de vídeo em grupo para qualquer pessoa, mesmo se ela não tiver o Messenger. Reúna até 50 pessoas sem limite de tempo.

LIGAÇÕES DE VÍDEO GRATUITAS* PARA PERMANECER CONECTADO
Esteja junto dos amigos e da família com bate-papos de vídeo ao vivo ilimitados. Organize ligações de vídeo em grupo com até oito pessoas, que oferecem áudio com alta qualidade, vídeo com alta definição e recursos interativos, como filtros para o rosto.

TEXTO E LIGAÇÕES DE VÍDEO ILIMITADOS E GRATUITOS*
Pare de trocar números de telefone. Simplesmente envie uma mensagem para seus amigos do Facebook, não importa onde eles estejam. Aproveite áudio de alta qualidade e mensagens de texto para celular, tablet e desktop.

APAGUE A LUZ NO MODO ESCURO
Descanse os olhos com um novo visual elegante que escurece as cores da interface do bate-papo.

GRAVE E ENVIE MENSAGENS DE VOZ E DE VÍDEO
O texto não é suficiente? Então grave a sua mensagem. Fale, cante, mostre ou grite bem alto.

EXPRESSE-SE COM FIGURINHAS, GIFS E EMOJIS
Use figurinhas personalizadas para mostrar seu lado criativo. É possível até mesmo adicionar efeitos e filtros às ligações de vídeo.

ENVIE ARQUIVOS, FOTOS E VÍDEOS
Compartilhe todos os arquivos que quiser com seus amigos, sem limitações.

PLANEJE E FAÇA ACONTECER
Faça planos para se reunir com os amigos usando enquetes e muito mais. Sugira um ponto de encontro ou diga aos amigos onde você está, compartilhando sua localização com apenas alguns toques.

ENVIE DINHEIRO COM SEGURANÇA E FACILIDADE (apenas nos EUA)
Envie e receba dinheiro de maneira segura e fácil com amigos e familiares diretamente no aplicativo. Basta adicionar seu cartão de débito, conta do PayPal ou cartão pré-pago recarregável (cartões de origem única apenas para enviar dinheiro).

CONVERSE COM EMPRESAS
Conecte-se facilmente com suas empresas favoritas para fazer reservas, obter suporte ao cliente, encontrar ofertas e muito mais.

COMPATÍVEL EM VÁRIAS PLATAFORMAS
Converse com amigos em diferentes dispositivos, como desktop, Portal e outros.

Política de Privacidade: https://www.facebook.com/about/privacy/

SAIBA MAIS sobre as mensagens de texto e os bate-papos de vídeo em grupo em: http://messenger.com

* Tarifas de dados se aplicam

Alguns recursos do Messenger podem não estar disponíveis em seu país ou região.","Facebook, Inc.",https://apps.apple.com/br/developer/facebook-inc/id284882218?uo=2,284882218?uo=2,Redes sociais,6005,2011-10-19T15:39:30-07:00
878577184,zzkko.com.ZZKKO,SHEIN-Fashion Shopping Online,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/80/88/96/808896ca-a0fa-61f0-4d87-c0cdd6130cf6/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/shein-fashion-shopping-online/id878577184?uo=2,0,BRL,true,"SHEIN is an affordable online shopping platform with a distinct tone focusing on women's fashion. No matter what the current fashion trend is, Shein.com is sure to follow it or even lead it. With all the categories like women's clothing, men's clothing, kids' clothing, shoes and accessories, and 20,000+ styles including dresses, blouses, swimwear and T-shirts, SHEIN is a one-stop destination for fashionistas. Shopping becomes even more enjoyable with the new SHEIN mobile app. Welcome to the incredible world of SHEIN--available in your pocket and at your fingertips.

We take pride in satisfying our customers and bringing them the best shopping experience.

Features:
Save you more
-Get an extra 10% off on your first order
-Free shipping for orders over $49 & free returns for all orders
-Get up to 80% off every day with Flash Deals
-Sale alerts and promotional emails
Securely ordering and paying
-Ordering process is risk-free
-Secure payment via PayPal or credit card
-Shop now, pay later. Choose Afterpay in 4 interest-free payment
-7/24 customer service and Live chat service
SHEIN gals exclusive perks
-1000+ daily new arrivals
-Styling tips, ratings and reviews to inspire you.
-Keep up with your friends' latest activities in Timeline

Contact us:
URL: us.shein.com
Facebook: www.facebook.com/sheinus/
Instagram: www.instagram.com/shein_us/
Email: dispute@shein.com",Shein Group Ltd,https://apps.apple.com/br/developer/shein-group-ltd/id917101494?uo=2,917101494?uo=2,Compras,6024,2014-05-19T20:45:36-07:00
814456780,com.nu.iphone,Nubank,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/43/92/d6/4392d6b4-0cb2-7091-8cd7-c97f0ab94630/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/100x100bb.png,https://apps.apple.com/br/app/nubank/id814456780?uo=2,0,BRL,true,"O Nubank nasceu para acabar com a complexidade dos bancos tradicionais e devolver o controle da vida financeira nas mãos de cada um.

Somos a maior empresa de tecnologia em serviços financeiros da américa latina.
 
E é por isso que nosso aplicativo foi criado para refletir tudo no que acreditamos.
Com ele, você tem uma experiência transparente, simples e justa.
Como sempre deveria ser.
 
Uma experiência que fica mais completa por usarmos tecnologia própria.
Assim, além de estar mais seguro, você pode estar sempre no controle de tudo.
 
Da Conta Digital ao Cartão de Crédito, de Rewards ao Empréstimo.
 
Controlando gastos, transações, transferências, pagamentos e emissão de boletos de forma intuitiva e integrada.

Sem pegadinhas, tarifas inexplicáveis e sem nenhum asterisco para dizer o contrário.
 
E para você que ainda está lendo essa descrição,
uma lista especial de descomplicações para quem escolhe ser Nu:
 
- Conta Digital gratuita com TED ilimitadas
- Atendimento humano e focado no que é melhor para você
- Cartão de crédito sem anuidade e aceito em todo o mundo
- Simplicidade e paz de espírito",Nu Pagamentos S.A.,https://apps.apple.com/br/developer/nu-pagamentos-s-a/id814456783?uo=2,814456783?uo=2,Finanças,6015,2014-04-24T13:53:33-07:00
